,index,id,name,overview,genres,created_by,popularity,type
1438,1438,108545,3 Body Problem,"Across continents and decades, five brilliant friends make earth-shattering discoveries as the laws of science unravel and an existential threat emerges.","['Sci-Fi & Fantasy', 'Mystery', 'Drama']","['David Benioff', 'D. B. Weiss', 'Alexander Woo']",17.0789,Scripted
1439,1439,67744,MINDHUNTER,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,"['Drama', 'Crime']",['Joe Penhall'],17.0717,Scripted
1440,1440,91914,The Chinese Restaurant,Chinese Restaurant is a Chinese celebrity reality show broadcast by Hunan Television.It's Vicky Zhao's first reality/variety show as a regular guest.,['Reality'],['王恬'],17.0647,Reality
1441,1441,106142,Super JoJo,"The age of enlightenment, parents and children learn together. [1] Baby's growth starts from many first time, the first time to learn to speak, the first time to learn to walk. ""Super baby JOJO"" is a nursery rhyme designed for 1-3-year-old babies. It is designed for 1-3-year-old babies. It attracts babies to imitate and learn from the common scenes and interesting events in their growth and life, and stimulates their language expression and exploration desire. To help children learn and understand the world at the right age, support parents to easily raise children, encourage parents to appreciate together, and accompany their children to grow up happily.","['Kids', 'Animation']",['宝宝巴士'],17.0618,Miniseries
1442,1442,85937,Demon Slayer: Kimetsu no Yaiba,"After a demon attack leaves his family slain and his sister cursed, Tanjiro embarks upon a perilous journey to find a cure and avenge those he's lost.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],17.0449,Scripted
1443,1443,58937,Masters of Sex,"William Masters and Virginia Johnson are real-life pioneers of the science of human sexuality. Their research touched off the sexual revolution and took them from a midwestern teaching hospital to the cover of Time magazine and multiple appearances on Johnny Carson's couch. He is a brilliant scientist out of touch with his own feelings, and she is a single working mother ahead of her time. The series chronicles their unusual lives, romance, and unlikely pop culture trajectory.",['Drama'],['Michelle Ashford'],17.042,Scripted
1444,1444,244984,Idol Radio,A South Korean radio show created by MBC Radio specially for idols.,['unknown'],['unknown'],17.0345,Talk Show
1445,1445,83612,Ever Night,"As the lone survivor of his kingdom, Ning Que joins a martial arts academy and must fight to protect his beloved, who's prophesied to bring about chaos.","['Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']",['Mao Ni'],17.0345,Scripted
1446,1446,226174,Matlock,"After achieving success in her younger years, the brilliant septuagenarian Madeline Matlock rejoins the workforce at a prestigious law firm where she uses her unassuming demeanor and wily tactics to win cases and expose corruption from within. Inspired by the classic television series of the same name.","['Drama', 'Crime']",['Jennie Snyder Urman'],17.0236,Scripted
1447,1447,80587,Big City Greens,"The offbeat adventures of 10-year-old Cricket Green, a mischievous and optimistic country boy who moves to the big city with his wildly out of place family – older sister Tilly, father Bill and Gramma Alice.","['Family', 'Animation', 'Comedy']","['Shane Houghton', 'Chris Houghton', 'Monica Ray']",17.022,Scripted
1448,1448,127,Boston Public,"Principal Steven Harper runs Winslow High School as best as he can while dealing with the demands of the faculty, the students and their parents.",['Drama'],['David E. Kelley'],17.0206,Scripted
1449,1449,38409,RuPaul's Drag Race: Untucked,"The access-all-areas pass to the drama that you didn't see on the runway—the backstage bitchiness, the catfights, the struggles, the tears and the secrets. See what happens behind the scenes of RuPaul's Drag Race when the queens let their tucks breathe... and let their emotions flow.",['Reality'],['unknown'],17.0192,Reality
1450,1450,219760,The Terminal List: Dark Wolf,"Before The Terminal List, Navy SEAL Ben Edwards finds himself entangled in the black operations side of the CIA. The deeper Ben goes into the 'gray', the harder it will become to not give himself over to his darker impulses. Every man has two wolves inside him – light and dark – fighting for control. Which wolf will Ben Edwards feed?","['Action & Adventure', 'Drama']","['Jack Carr', 'David DiGilio']",17.0167,Scripted
1451,1451,70796,The Marvelous Mrs. Maisel,"It’s 1958 Manhattan and Miriam “Midge” Maisel has everything she’s ever wanted - the perfect husband, kids, and Upper West Side apartment. But when her life suddenly takes a turn and Midge must start over, she discovers a previously unknown talent - one that will take her all the way from the comedy clubs of Greenwich Village to a spot on Johnny Carson’s couch.","['Comedy', 'Drama']",['Amy Sherman-Palladino'],17.0167,Scripted
1452,1452,153657,Bosch: Legacy,"Bosch is now making a living as a private investigator two years after he quit the LAPD and finds himself working with one time enemy and top-notch attorney Honey “Money” Chandler. Meanwhile, Bosch's daughter Maddie is venturing into the world of the LAPD.","['Crime', 'Drama']","['Tom Bernardo', 'Eric Overmyer', 'Michael Connelly']",17.0156,Scripted
1453,1453,116990,Farmen,"Swedish version of the reality show in which six women and six men are thrown together to survive as farmers without the luxuries of running water, electricity and mobile telephones.",['Reality'],['unknown'],17.0127,Reality
1454,1454,4550,7th Heaven,"Reverend Eric Camden and his wife Annie have always had their hands full caring for seven children, not to mention the friends, sweethearts and spouses that continually come and go in the Camden household.","['Family', 'Drama', 'Comedy']",['Brenda Hampton'],17.0126,Scripted
1455,1455,2093,Matlock,"Matlock is an American television legal drama, starring Andy Griffith in the title role of criminal defense attorney Ben Matlock. The show, produced by The Fred Silverman Company, Dean Hargrove Productions, Viacom Productions and Paramount Television originally aired from September 23, 1986 to May 8, 1992 on NBC; and from November 5, 1992 until May 7, 1995 on ABC.

The show's format is similar to that of CBS's Perry Mason, with Matlock identifying the perpetrators and then confronting them in dramatic courtroom scenes. One difference, however, was that whereas Mason usually exculpated his clients at a pretrial hearing, Matlock usually secured an acquittal at trial, from the jury.","['Drama', 'Crime']",['Dean Hargrove'],17.0062,Scripted
1456,1456,11515,The Defenders,"The Defenders is an American courtroom drama series . It starred E. G. Marshall and Robert Reed as father-and-son defense attorneys who specialized in legally complex cases, with defendants such as neo-Nazis, conscientious objectors, civil rights demonstrators, a schoolteacher fired for being an atheist, an author accused of pornography, and a physician charged in a mercy killing.",['Drama'],['Reginald Rose'],16.9826,Scripted
1457,1457,223694,Wo Shi Bu Bai Chi,unknown,"['Animation', 'Kids']",['unknown'],16.9565,Scripted
1458,1458,1475,The Dead Zone,Johnny Smith discovers he has developed psychic abilities after a coma.,"['Drama', 'Sci-Fi & Fantasy']","['Shawn Piller', 'Michael Piller']",16.9469,Scripted
1459,1459,21762,Parenthood,"The trials and tribulations of the very large, colorful and imperfect Braverman family.",['Drama'],['Jason Katims'],16.9371,Scripted
1460,1460,206484,Jade Dynasty,"Zhang Xiaofan, who turned into an orphan overnight, becomes a disciple of the Qingyun Sect. After five years of training, he performs well in the Seven Peak Martial Arts Competition. He's sent to the Kongsang Mountain to defeat the evil. During the journey, he and his senior, Lu Xueqi, met with an accident, and got to know and save the lady of the cult, Bi Yao. At the same time, new danger is ahead of him.","['Animation', 'Action & Adventure']",['Xiao Ding'],16.9354,Scripted
1461,1461,80671,Cells at Work!,"This is a story about you. A tale about the inside of your body... According to a new study, the human body consists of approximately 37 trillion cells. These cells are hard at work every day within a world that is your body. From the oxygen-carrying red blood cells to the bacteria-fighting white blood cells, get to know the unsung heroes and the drama that unfolds inside of you! It's the oddly relatable and interesting story that is the life of cells!","['Animation', 'Action & Adventure', 'Comedy']",['unknown'],16.9321,Scripted
1462,1462,2129,The Adventures of Jimmy Neutron: Boy Genius,"Jimmy Neutron is the smartest kid in town. As a genius, Jimmy thinks most things can be solved with the invention of a new gizmo. But Jimmy usually takes the easy way out, and his backfiring gadgets result in comedic adventures.","['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy', 'Kids']","['John A. Davis', 'Steve Oedekerk']",16.9185,Scripted
1463,1463,1265,Bargain Hunt,Two teams of amateur collectors have an hour at an antiques fair in which to acquire the best bargains possible.,['Reality'],['unknown'],16.9079,Scripted
1464,1464,59804,Moterys meluoja geriau,Moterys meluoja geriau is a Lithuanian TV series produced by TV3. It is the most watched Lithuanian drama of all time. It is based on a novel by Daiva Vaitkevičiūtė. The series follows four young women and their love interests.,"['Comedy', 'Drama']",['Rolandas Skaisgirys'],16.8998,Scripted
1465,1465,67557,The Grand Tour,"Jeremy Clarkson, Richard Hammond and James May are back with a show about adventure, excitement and friendship... as long as you accept that the people you call friends are also the ones you find extremely annoying. Sometimes it's even a show about cars. Follow them on their global adventure.","['Reality', 'Comedy', 'Talk']","['Jeremy Clarkson', 'Richard Hammond', 'James May', 'Andy Wilman']",16.8663,Talk Show
1466,1466,1803,The Facts of Life,"Mrs. Edna Garrett, housemother and dietitian at the Eastland School, teaches a group of girls in her charge how to solve those problems that every teenager has to face.","['Drama', 'Comedy']","['Dick Clair', 'Norman Lear', 'Jenna McMahon']",16.8509,Scripted
1467,1467,46928,Sofia the First,"Set in the storybook world of Enchancia, this is the story of Princess Sofia, an adventurous little girl who is learning how to adjust to royal life after her mom marries the king and she becomes a princess overnight.","['Family', 'Animation', 'Kids']",['Craig Gerber'],16.8464,Scripted
1468,1468,27845,The Prince of Tennis,"Tennis prodigiy Ryoma Echizen enters the tennis powerhouse Seishun Academy. Once he fights his way onto the team, the game will never be the same.","['Animation', 'Comedy']",['unknown'],16.8437,Scripted
1469,1469,31585,Rookie Blue,"Ambitious young cops try to prove themselves in their high-stakes careers, in which the smallest mistake can have deadly consequences. At the core of the close-knit group is perfectionist Andy McNally, whose father was a homicide detective before he burned out on the job. The series follows Andy and her four colleagues -- Dov Epstein, Gail Peck, Traci Nash and Chris Diaz -- as they experience the trials, triumphs and tribulations of police work, as well as its effect on their personal lives.","['Drama', 'Crime']","['Ellen Vanstone', 'Tassie Cameron', 'Morwyn Brebner']",16.8374,Scripted
1470,1470,96884,Dragon Quest: The Adventure of Dai,"Young Dai embarks on an epic journey to become a legendary hero, training with his loyal companions to save the world from the resurrected Demon King.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],16.8309,Scripted
1471,1471,68006,Taken,"The origin story of younger, hungrier, former Green Beret Bryan Mills as he deals with a personal tragedy that shakes his world. As he fights to overcome the incident and exact revenge, Mills is pulled into a career as a deadly CIA operative, a job that awakens his very particular, and very dangerous, set of skills.","['Action & Adventure', 'Crime', 'Drama', 'Comedy']",['Alexander Cary'],16.8138,Scripted
1472,1472,2156,The Tyra Banks Show,"The Tyra Banks Show, also known as and shortened to Tyra or The Tyra Show, is an American talk show hosted by Tyra Banks. The last new episode aired on Friday, May 28, 2010. The show featured many special guest stars which include Mike Epps, Cheryl Tiegs, Miley Cyrus, LL Cool J, Rihanna, Michael Rapaport, and Robbi Morgan.",['Talk'],['Tyra Banks'],16.8022,Talk Show
1473,1473,61457,Grantchester,"In 1953 at the hamlet of Grantchester, Sidney Chambers—a charismatic, charming clergyman—turns investigative vicar when one of his parishioners dies in suspicious circumstances.","['Crime', 'Drama', 'Mystery']",['Daisy Coulam'],16.7932,Scripted
1474,1474,135934,The Legend of Vox Machina,"They're rowdy, they're ragtag, they're misfits turned mercenaries for hire. Vox Machina is more interested in easy money and cheap ale than actually protecting the realm. But when the kingdom is threatened by evil, this boisterous crew realizes that they are the only ones capable of restoring justice.","['Animation', 'Sci-Fi & Fantasy']",['Chris Prynoski'],16.7821,Scripted
1475,1475,2455,Coach,"Hayden Fox, the curmudgeonly coach of Minnesota State University's Screaming Eagles football team, tries to navigate his way through the sports world, fatherhood and family life without dropping the ball.",['Comedy'],['Barry Kemp'],16.7793,Scripted
1476,1476,32294,Hot in Cleveland,"Three fabulous, eccentric, LA best friends of a certain age have their lives changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ""promised land.""",['Comedy'],['Suzanne Martin'],16.779,Scripted
1477,1477,1906,Shameless,"The story of a young group of siblings pretty much abandoned by their parents, surviving by their wits - and humor - on a rough Manchester council estate. Whilst they won't admit it, they need help and find it in Steve, a young middle class lad who falls for Fiona, the oldest sibling, and increasingly finds himself drawn to this unconventional and unique family. Anarchic family life seen through the eyes of an exceptionally bright fifteen year old, who struggles to come of age in the context of his belligerent father, closeted brother, psychotic sister and internet porn star neighbors.","['Comedy', 'Drama']",['Paul Abbott'],16.7699,Scripted
1478,1478,1693,The Bernie Mac Show,"The Bernie Mac Show is an American sitcom that aired on Fox for five seasons from November 14, 2001 to April 14, 2006. The series featured comic actor Bernie Mac and his wife Wanda raising his sister's three kids: Jordan, Bryana, and Vanessa.",['Comedy'],['Larry Wilmore'],16.7661,Scripted
1479,1479,81769,Ruyi's Royal Love in the Palace,"The road to becoming an empress is paved with treachery. Ruyi is a consort who quickly learns to navigate the treacherous politics of the the royal court and move up the ranks. After becoming Empress, Ruyi still must survive the many conspiracies against her. Her relationship with Emperor Qianlong becomes eroded even when Ruyi is able to overcome the challenges. Can Ruyi maintain her role as Empress under such difficult circumstances?",['Drama'],['Wang Jun'],16.7566,Scripted
1480,1480,154420,Love Actually,"This is a show that focuses on the brave and straightforward love of ordinary adults from late 20s to mid-40s. It concerns relationships, marriage, and a multitude of social interactions. The show will invite 12 men and women to stay under the same roof for 30 days. Some may become couples in the end while others might part ways. In the TV studio, the celebrities and the ordinary people will gather together to follow the series and share their opinions and experience about love.",['Reality'],['unknown'],16.7502,Reality
1481,1481,100565,86 EIGHTY-SIX,"Called “Juggernaut,” these are the unmanned combat drones developed by the Republic of San Magnolia in answer to the attacks by the autonomous unmanned drones of the neighboring Empire of Giad, the “Legion”. But they’re only unmanned in name. In reality, they are piloted by the Eighty-sixers—those considered to be less than human and treated as mere tools. Determined to achieve his own mysterious ends, Shin, the captain of Spearhead Squadron, which is comprised of Eighty-sixers, continues to fight a hopeless war on a battlefield where only death awaits him.","['Animation', 'Action & Adventure', 'Sci-Fi & Fantasy', 'War & Politics']",['unknown'],16.7467,Scripted
1482,1482,259140,Ranma1/2,"Akane Tendo meets her new fiancé, Ranma Saotome, a martial arts prodigy with a twist: he magically transforms into a girl upon touching cold water.","['Animation', 'Action & Adventure', 'Comedy', 'Sci-Fi & Fantasy']",['unknown'],16.7349,Scripted
1483,1483,243875,Georgie & Mandy's First Marriage,"Georgie and Mandy raise their young family in Texas while navigating the challenges of adulthood, parenting, and marriage.",['Comedy'],"['Chuck Lorre', 'Steve Holland', 'Steven Molaro']",16.7285,Scripted
1484,1484,4920,Damages,"Damages is an American legal thriller television series created by the writing and production trio of Daniel Zelman and brothers Glenn and Todd A. Kessler. The plot revolves around the brilliant, ruthless lawyer Patty Hewes and her protégée, recent law school graduate Ellen Parsons. Each season features a major case that Hewes and her firm take on, while also examining a chapter of the complicated relationship between Ellen and Patty. The first two seasons center around the law firm Hewes & Associates. Later seasons center more on Patty and Ellen's relationship as Ellen begins to distance herself from Hewes & Associates and begins an independent career.","['Mystery', 'Drama', 'Crime']","['Allen Coulter', 'Todd A. Kessler', 'Glenn Kessler']",16.7038,Scripted
1485,1485,2254,Sunset Beach,"Sunset Beach is an American television soap opera that aired on NBC from January 6, 1997 to December 31, 1999. The show follows the loves and lives of the people living in the Orange County coastal area named Sunset Beach, on the coast of California. Although there is a town in California called Sunset Beach, the show's beach scenes were shot on nearby Seal Beach. The show was co-produced by NBC and Spelling Television.

Sunset Beach won two Daytime Emmy Awards and was nominated another eleven times. The show also received twenty-two nominations for various other awards.","['Soap', 'Drama']","['Josh Griffith', 'Robert Guza Jr.', 'Charles Pratt, Jr.']",16.6896,Scripted
1486,1486,46105,The Fixies,"""And who are the fixies - a big, big secret!"" - that's what the song about the fixies sings. Until recently, people knew almost nothing about these little people who live inside cars and appliances. Fixies take care of machines from the inside, cleaning them, lubricating them, fixing minor malfunctions. They are skilled and diligent craftsmen. Fixies are used to hiding from people, but they are everywhere: in computers, refrigerators, TVs ... Everyone remembers the cases when a non-working device suddenly began to work if it is lightly tapped. It's simple: a fixer woke up inside and made everything work. And now you can watch cartoons about these mysterious hard-working people and get to know them better...","['Animation', 'Kids']",['Aleksandr Tatarskiy'],16.687,Scripted
1487,1487,51049,Spørg Charlie,unknown,['Talk'],['Michael Meyerheim'],16.6759,Talk Show
1488,1488,2022,The Batman,"A young billionaire Bruce Wayne fights crime and evil as the mysterious vigilante, The Batman.","['Animation', 'Sci-Fi & Fantasy', 'Action & Adventure', 'Kids']",['Duane Capizzi'],16.6735,Scripted
1489,1489,106393,Star Trek: Prodigy,"A motley crew of young rebellious aliens commandeer an old Starfleet ship and must figure out how to work together while navigating a greater galaxy, in search for a better future. These six young outcasts know nothing about the ship they have commandeered, but over the course of their adventures together, they will each be introduced to Starfleet and the ideals it represents.","['Animation', 'Sci-Fi & Fantasy', 'Kids']","['Kevin Hageman', 'Dan Hageman']",16.6619,Scripted
1490,1490,63714,Porta dos Fundos,A series of short comedy films.,['Comedy'],"['Ian SBF', 'Fábio Porchat', 'Gabriel Esteves', 'Antonio Tabet', 'Gregório Duvivier', 'João Vicente de Castro']",16.6547,Scripted
1491,1491,99353,Love Is Blind,"Nick and Vanessa Lachey host this social experiment where single men and women look for love and get engaged, all before meeting in person.",['Reality'],['Chris Coelen'],16.6509,Reality
1492,1492,80968,Narcos: Mexico,See the rise of the Guadalajara Cartel as an American DEA agent learns the danger of targeting narcos in 1980s Mexico.,"['Drama', 'Crime']","['Doug Miro', 'Carlo Bernard', 'Chris Brancato']",16.6341,Scripted
1493,1493,42410,Durarara!!,"In Tokyo's downtown district of Ikebukuro, amidst many strange rumors and warnings of anonymous gangs and dangerous occupants, one urban legend stands out above the rest—the existence of a headless ""Black Rider"" who is said to be seen driving a jet-black motorcycle through the city streets.

Mikado Ryuugamine has always longed for the excitement of the city life, and an invitation from a childhood friend convinces him to move to Tokyo. Witnessing the Black Rider on his first day in the city, his wishes already seem to have been granted. But as supernatural events begin to occur, ordinary citizens like himself, along with Ikebukuro's most colorful inhabitants, are mixed up in the commotion breaking out in their city.","['Action & Adventure', 'Animation', 'Drama', 'Mystery', 'Crime']",['unknown'],16.6256,Scripted
1494,1494,3266,North and South,"The story of the enduring friendship between Orry Main of South Carolina and George Hazard of Pennsylvania, who become best friends while attending the United States Military Academy at West Point but later find themselves and their families on opposite sides of the American Civil War.","['Drama', 'War & Politics']",['Richard T. Heffron'],16.6199,Scripted
1495,1495,124834,Heartstopper,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,['Drama'],['Alice Oseman'],16.6183,Scripted
1496,1496,79622,Hunters,A diverse band of Nazi Hunters living in 1977 New York City discover that hundreds of high ranking Nazi officials are living among us and conspiring to create a Fourth Reich in the U.S. The eclectic team of Hunters set out on a bloody quest to bring the Nazis to justice and thwart their new genocidal plans.,"['Crime', 'Drama']",['David Weil'],16.6178,Scripted
1497,1497,65708,Taboo,Adventurer James Keziah Delaney returns to London from Africa in 1814 along with fourteen stolen diamonds to seek vengeance after the death of his father.,"['Drama', 'Mystery']","['Steven Knight', 'Chips Hardy', 'Tom Hardy']",16.6136,Scripted
1498,1498,113268,The Uncanny Counter,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.","['Drama', 'Mystery', 'Action & Adventure']","['Kim Sae-bom', 'Yoo Sun-dong', 'Yeoh Gee-na']",16.6074,Scripted
1499,1499,1229,"Tim and Eric Awesome Show, Great Job!","Tim and Eric Awesome Show, Great Job! is an American sketch comedy television series, created by and starring Tim Heidecker and Eric Wareheim, which premiered February 11, 2007 on Cartoon Network's Adult Swim comedy block and ran until May 2010. The program features surrealistic and often satirical humor, public-access television–style musical acts, bizarre faux-commercials, and editing and special effects chosen to make the show appear camp.

The program featured a wide range of actors, spanning from stars such as Will Ferrell, John C. Reilly, David Cross, Bob Odenkirk, Will Forte and Zach Galifianakis, to alternative comedians like Neil Hamburger, to television actors like Alan Thicke, celebrity look-alikes and impressionists.

The creators of the show have described it as ""the nightmare version of television.""",['Comedy'],"['Eric Wareheim', 'Tim Heidecker']",16.5836,Scripted
1500,1500,70798,Istanbullu Gelin,Faruk is the owner of a bus company and the leader of a powerful family in Bursa which is a metropol in Turkey. Faruk meets a violonist girl and falls in love with her. But the dominant mother of Faruk isn't happy with her son's relationship.,"['Drama', 'Family', 'Comedy']",['Gülseren Budayıcıoğlu'],16.5802,Scripted
1501,1501,517,The Ultimate Fighter,The next generation of UFC stars are produced in an intense elimination tournament that separates the contenders from the pretenders.,['Reality'],"['Dana White', 'Frank Fertitta III']",16.58,Reality
1502,1502,87733,Talk Show Profile,unknown,"['Talk', 'Reality']",['Maia Asatiani'],16.5665,Scripted
1503,1503,14009,The Addams Family,"A satirical inversion of the ideal of the perfect American nuclear family, they are an eccentric wealthy family who delight in everything grotesque and macabre, and are never really aware that people find them bizarre or frightening. In fact, they themselves are often terrified by ""normal"" people.","['Comedy', 'Family']",['Charles Addams'],16.5581,Scripted
1504,1504,213221,Parkinson,Michael Parkinson returns for a second run of his iconic talk show.,['Talk'],['unknown'],16.5579,Talk Show
1505,1505,63069,The Johannes B. Kerner Show,unknown,['Talk'],['unknown'],16.5487,Talk Show
1506,1506,14069,In Treatment,"Set within the highly charged confines of individual psychotherapy sessions and centering around Dr. Paul Weston, a psychotherapist who exhibits an insightful, reserved demeanor while treating his patients—but displays a crippling insecurity while counseled by his own therapist.",['Drama'],['Rodrigo García'],16.543,Scripted
1507,1507,196400,Mobile Suit Gundam: The Witch from Mercury,"A. S. (Ad Stella) 122 ― An era when a multitude of corporations have entered space and built a huge economic system. Suletta Mercury, a lone girl from the remote planet Mercury, transfers to the Asticassia School of Technology, run by the Beneritt Group which dominates the mobile suit industry.","['Animation', 'Sci-Fi & Fantasy', 'Action & Adventure']",['unknown'],16.5369,Scripted
1508,1508,46732,MTV Video Music Awards,An annual award ceremony presented by MTV to honor the best in the music video medium.,['Documentary'],['unknown'],16.534,Documentary
1509,1509,65930,My Hero Academia,"After he saves a bully from a Villain, a normal student is granted a superpower that allows him to attend a high school training academy for Heroes.","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']",['unknown'],16.5332,Scripted
1510,1510,67575,Moomin,"In the remote and mysterious Moominvalley live the Moomins, gentle and peaceful creatures. Young Moomintroll and his family experience many strange adventures, both magical and mundane.","['Animation', 'Family', 'Kids', 'Sci-Fi & Fantasy', 'Comedy']",['unknown'],16.5207,Scripted
1511,1511,97860,Tower of God,"Reach the top, and everything will be yours. At the top of the tower exists everything in this world, and all of it can be yours. You can become a god. This is the story of the beginning and the end of Rachel, the girl who climbed the tower so she could see the stars, and Bam, the boy who needed nothing but her.","['Animation', 'Action & Adventure', 'Mystery', 'Sci-Fi & Fantasy']",['unknown'],16.5202,Scripted
1512,1512,2038,Drake & Josh,"Fifteen-year-old Drake and Josh are schoolmates, but not close friends. Drake views Josh as weird and a bit of a goof. So, imagine Drake's shock when he finds out that this ""goof"" is about to become his new step-brother and roommate when his mother marries Josh's father. A spin off of The Amanda Show.",['Comedy'],['Dan Schneider'],16.5186,Scripted
1513,1513,127529,Bloodhounds,Two young boxers band together with a benevolent moneylender to take down a ruthless loan shark who preys on the financially desperate.,"['Drama', 'Action & Adventure', 'Crime']",['Jason Kim'],16.5183,Scripted
1514,1514,231962,Diepe Waters,"A South African, Afrikaans-language telenovela which takes place in and around a competitive swimming club, Die Swartmarlyne.",['Soap'],['Neil McCarthy'],16.5162,Scripted
1515,1515,4397,V.I.P.,"While attending a Hollywood premiere with a famous action star, a crazed fan pulls a gun—but her movie hunk turns into a coward, and it's Vallery who becomes the hero. Suddenly, she's thrown into a world of action and danger as owner of a Hollywood protection agency, Vallery Irons Protection (V.I.P.), taking risks to protect others at a price few are willing to pay.","['Action & Adventure', 'Comedy', 'Crime']",['J.F. Lawton'],16.5105,Scripted
1516,1516,59427,Marvel's Avengers,"The further adventures of the Marvel Universe's mightiest general membership superhero team. With an all-star roster consisting of Iron Man, Captain America, Thor, Hulk, Hawkeye, Falcon and, occasionally--when she feels like it and only when she feels like it--Black Widow, the Avengers are a team in the truest sense. The Avengers save the world from the biggest threats imaginable--threats no single super hero could withstand.","['Action & Adventure', 'Animation', 'Sci-Fi & Fantasy']","['Steven T. Seagle', 'Joe Kelly', 'Joe Casey', 'Duncan Rouleau']",16.489,Scripted
1517,1517,7246,Blackadder,"Black Adder traces the deeply cynical and self-serving lineage of various Edmund Blackadders throughout British history, from the muck of the Middle Ages to the frontline of the First World War.",['Comedy'],"['Richard Curtis', 'Rowan Atkinson', 'Ben Elton']",16.4849,Scripted
1518,1518,14511,WordGirl,"Disguised as mild-mannered fifth-grader Becky Botsford, WordGirl arrived on Earth when she and her monkey sidekick Captain Huggy Face crashed their spaceship. Now they fight crime and defend the town from a plethora of madcap villains and scoundrels, while at the same time enriching viewers' vocabulary usage.","['Animation', 'Action & Adventure', 'Kids', 'Family']",['Dorothea Gillim'],16.4786,Scripted
1519,1519,237529,Medalist,"Tsukasa Akeuraji, a frustrated skater, meets Inori Yuitsuka, a girl who yearns to be a figure skater. Motivated by Inori's obsession on the rink, Tsukasa begins coaching Inori. Inori's talent blossoms, and Tsukasa becomes a brilliant mentor. Together they aim to make her a glorious medalist!","['Animation', 'Drama']",['unknown'],16.4595,Scripted
1520,1520,61068,Gomorrah,"Based on Robert Saviano's bestselling book, this gritty Italian crime drama paints a portrait of the brutal Neapolitan crime organisation the Camorra, as seen through the eyes of Ciro Di Marzo, the obedient and self- confident right-hand man of the clan's godfather, Pietro Savastano.","['Crime', 'Drama']",['Roberto Saviano'],16.4562,Scripted
1521,1521,1892,The Fresh Prince of Bel-Air,"Will, a street-smart teenager, moves from the tough streets of West Philly to posh Bel-Air to live with his Uncle Philip, Aunt Vivian, his cousins — spoiled Hilary, preppy Carlton and young Ashley — and their sophisticated British butler, Geoffrey. Though Will’s antics and upbringing contrast greatly with the upper-class lifestyle of his extended relatives, he soon finds himself right at home as a loved part of the family.","['Comedy', 'Family']","['Andy Borowitz', 'Susan Borowitz']",16.4552,Scripted
1522,1522,72636,Made in Abyss,"Located in the center of a remote island, the Abyss is the last unexplored region, a huge and treacherous fathomless hole inhabited by strange creatures where only the bravest adventurers descend in search of ancient relics. In the upper levels of the Abyss, Riko, a girl who dreams of becoming an explorer, stumbles upon a mysterious little boy.","['Animation', 'Drama', 'Action & Adventure', 'Sci-Fi & Fantasy']",['unknown'],16.4471,Scripted
1523,1523,233347,Study Group,"Nicknamed the ""school for future criminals,"" Yuseong Technical High School isn't exactly the ideal place to study. A rarity among his peers, Ga-min is a student with just one goal: to get into university. At a school where it's every man for himself, he is rejected from countless study groups before he decides to form his own. Will he be able to defeat the odds and achieve his dreams?","['Action & Adventure', 'Comedy', 'Drama']",['Lee Jang-hoon'],16.4424,Scripted
1524,1524,280110,My Hero Academia: Vigilantes,"After a life-changing incident, timid college student Koichi Haimawari accepts an offer from revered vigilante Knuckleduster to train as his protégé.","['Animation', 'Action & Adventure', 'Drama', 'Sci-Fi & Fantasy']",['unknown'],16.4316,Scripted
1525,1525,134373,The Sex Lives of College Girls,"Follow four college roommates as they arrive at New England's prestigious Essex College. A bundle of contradictions and hormones, these girls are equal parts lovable and infuriating as they live out their new, free lives on campus.","['Comedy', 'Drama']","['Mindy Kaling', 'Justin Noble']",16.427,Scripted
1526,1526,30703,Shark Tank,"Aspiring entrepreneurs pitch various business ideas to ""The Sharks"" -- tough, self-made, multi-millionaire and billionaire tycoons -- in hopes of landing an investment.",['Reality'],['Mark Burnett'],16.4269,Reality
1527,1527,10929,The Wild Wild West,"The Wild Wild West is an American television series. Developed at a time when the television western was losing ground to the spy genre, this show was conceived by its creator, Michael Garrison, as ""James Bond on horseback."" Set during the administration of President Ulysses Grant, the series followed Secret Service agents James West and Artemus Gordon as they solved crimes, protected the President, and foiled the plans of megalomaniacal villains to take over all or part of the United States.

The show also featured a number of fantasy elements, such as the technologically advanced devices used by the agents and their adversaries. The combination of the Victorian era time-frame and the use of Verne-esque style technology have inspired some to give the show credit for the origins of the steam punk subculture.","['Action & Adventure', 'Comedy', 'Drama', 'Western', 'Sci-Fi & Fantasy']",['Michael Garrison'],16.4252,Scripted
